artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Tinchy Stryder,3uRIGDDdT4tztwsOSLmjZg,Number 1,0.0105,0.581,212773,0.824,0.0,0,0.483,-3.912,0,0.0377,114.912,4,0.747,58
Flo Rida,0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),0.0928,0.918,231400,0.609,0.0,10,0.139,-5.64,0,0.0791,128.008,4,0.304,84
Katy Perry,005lwxGU1tms6HGELIcUv9,I Kissed A Girl,0.00223,0.699,179640,0.76,0.0,5,0.132,-3.173,1,0.0677,129.996,4,0.696,72
Rihanna,3goSVuTt3fDYDP6kRnFwuL,Take A Bow,0.248,0.697,229413,0.467,0.0,9,0.0941,-7.536,1,0.0715,82.082,4,0.572,77
Alicia Keys,6IwKcFdiRQZOWeYNhUiWIv,No One,0.0209,0.644,253813,0.549,8.85e-06,1,0.134,-5.415,0,0.0285,90.04,4,0.167,75
Timbaland,6ucR4KfvsBFWCMVFDvyKKl,Apologize,0.0292,0.653,184400,0.604,0.0,8,0.097,-6.017,1,0.0278,118.016,4,0.101,73
Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,0.522,0.673,232000,0.683,0.0,1,0.235,-5.693,1,0.115,171.86,4,0.713,78
Chris Brown,5Lgcn7u07bHuqbOtXkN62u,With You,0.134,0.662,252120,0.693,0.0,3,0.145,-4.298,1,0.0698,86.009,4,0.655,76
Beyoncé,26NX1wPt1TRCH536yocd6i,If I Were a Boy,0.107,0.632,249147,0.518,0.0,6,0.354,-6.126,1,0.0313,90.007,4,0.427,67
Coldplay,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,0.0954,0.486,242373,0.617,3.23e-06,5,0.109,-7.115,0,0.0287,138.015,4,0.417,88
Kanye West,5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,0.0381,0.639,237507,0.628,0.0,6,0.386,-7.578,0,0.0399,90.482,4,0.43,88
The Offspring,6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",0.00428,0.55,177827,0.917,0.0,0,0.197,-3.159,1,0.0638,126.115,4,0.601,83
Rihanna,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,0.0336,0.835,267080,0.669,6.92e-05,6,0.0535,-5.582,0,0.0643,122.668,4,0.542,83
Estelle,6etwirSInfuJrSOlogS6Sh,American Boy,0.171,0.693,284733,0.729,0.0,0,0.07,-2.99,1,0.378,117.848,4,0.521,80
MGMT,1jJci4qxiYcOHhQR247rEU,Kids,0.00076,0.451,302840,0.931,0.0049,9,0.361,-3.871,1,0.0719,122.961,4,0.172,80
P!nk,0JiY190vktuhSGN6aqJdrt,So What,0.000334,0.534,215160,0.87,0.0,11,0.241,-3.078,0,0.0425,126.019,4,0.462,79
Akon,5Ravsw8TmHN5wBiYPPYUFw,Right Now (Na Na Na),0.26,0.829,240747,0.857,0.0,8,0.415,-4.194,0,0.152,137.979,4,0.586,79
M.I.A.,1ixbwbeBi5ufN4noUKmW5a,Paper Planes,0.033,0.447,205200,0.848,7.46e-05,2,0.65,-6.175,1,0.222,172.253,4,0.485,79
Kanye West,4iz9lGMjU1lXS51oPmUmTe,Homecoming,0.337,0.667,203493,0.747,0.0,1,0.115,-7.059,1,0.189,86.917,4,0.918,85
Britney Spears,4fixebDZAVToLbUCuEloa2,Womanizer,0.073,0.724,224400,0.695,0.0,11,0.0889,-5.226,1,0.0622,139.0,4,0.235,78
Rihanna,2VOomzT6VavJOGBeySqaMc,Disturbia,0.0863,0.707,238627,0.813,0.0,11,0.168,-4.515,0,0.0571,124.921,4,0.722,80
USHER,5j0McHPthKpOXRr3fBq8M0,Love in This Club (feat. Young Jeezy),0.0572,0.573,259720,0.712,0.0,0,0.167,-5.976,1,0.0732,140.012,4,0.346,78
Chris Brown,3NZJlJemX3mzjf56MqC5ML,Forever,0.0368,0.672,278573,0.82,0.000188,11,0.184,-4.456,1,0.0459,120.005,4,0.438,78
Finger Eleven,28IEbk5a7twNTbUEvWslUb,Paralyzer,0.157,0.644,208107,0.939,0.0,11,0.233,-3.486,0,0.0456,106.031,4,0.861,78
Soulja Boy,66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),0.515,0.736,221933,0.74,0.0,0,0.0468,-2.18,1,0.0786,140.141,4,0.803,78
Cage The Elephant,3Pzh926pXggbMe2ZpXyMV7,Ain't No Rest for the Wicked,0.0438,0.636,175493,0.849,0.0,0,0.372,-7.075,1,0.106,156.036,4,0.917,77
Kanye West,4ZPdLEztrlZqbJkgHNw54L,Good Life,0.00305,0.439,207000,0.808,0.0,1,0.439,-6.881,1,0.346,82.962,4,0.487,78
Natasha Bedingfield,1uigwk5hNV84zRd5YQQRTk,Pocketful of Sunshine,0.191,0.721,202907,0.88,0.0,9,0.0769,-3.896,0,0.0454,110.021,4,0.655,76
Madonna,1oHClQEgDmmbcEx12Kc5nZ,4 Minutes (feat. Justin Timberlake & Timbaland),0.00994,0.753,189693,0.931,0.00696,2,0.234,-4.922,1,0.0652,113.029,4,0.767,76
The Killers,1sTsuZTdANkiFd7T34H3nb,Human,0.00132,0.557,245373,0.8,0.0012,10,0.0906,-8.477,1,0.0601,135.47,4,0.582,76
Kardinal Offishall,4NOZ35Dhucr6UlVyLOtktd,Dangerous,0.00437,0.949,246053,0.79,0.0,8,0.0816,-5.957,1,0.0756,117.002,4,0.807,75
Sara Bareilles,4E6cwWJWZw2zWf7VFbH7wf,Love Song,0.0208,0.583,258827,0.786,0.0,2,0.188,-3.142,0,0.0301,123.055,4,0.573,74
Kid Rock,5rX6C5QVvvZB7XckETNych,All Summer Long,0.0212,0.7,297587,0.864,0.0,7,0.0956,-3.629,1,0.0283,102.997,4,0.887,74
Mariah Carey,2aEuXA1KswHlCGPOuPmCOW,Touch My Body,0.0996,0.714,204733,0.665,0.0,4,0.226,-7.736,0,0.0509,78.515,4,0.842,74
Katy Perry,1y4eb6hmAvsqlDOl3fx9kk,Hot N Cold,7.95e-05,0.706,220227,0.841,0.0,7,0.0688,-3.956,1,0.0418,132.032,4,0.861,73
Chris Brown,3wKKkGVn7cVSfgPeYYIiXG,Kiss Kiss (feat. T-Pain),0.0506,0.729,250667,0.658,0.0,10,0.0693,-3.386,0,0.225,140.043,3,0.551,73
The Pussycat Dolls,21pySLskKIKrhDziCX5ojQ,When I Grow Up,0.00165,0.671,245680,0.685,0.0,11,0.398,-5.762,0,0.05,118.449,4,0.368,73
Bon Iver,3B3eOgLJSqPEA0RfboIQVM,Skinny Love,0.845,0.592,238520,0.263,5.68e-06,4,0.127,-14.029,0,0.0568,76.366,4,0.109,73
Jordin Sparks,1jUA4rb6ZCv4gby4YU53xq,No Air (feat. Chris Brown),0.0521,0.466,264373,0.759,0.0,8,0.0587,-4.978,0,0.199,160.033,4,0.328,73
John Mayer,4LloVtxNZpeh7q7xdi1DQc,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",0.771,0.315,263573,0.296,0.0,5,0.702,-13.262,1,0.0315,173.509,4,0.435,73
Adele,56pHllZT7QOacB0bP56ofx,Chasing Pavements,0.291,0.616,210507,0.47,0.0,5,0.111,-6.092,0,0.0253,80.03,4,0.325,72
Rihanna,7iu0WYLdo4yksKf3seaxzI,Hate That I Love You,0.323,0.637,218947,0.73,0.0,5,0.0981,-5.38,0,0.0874,93.867,4,0.732,72
Miley Cyrus,3AjyOYxBv8bByfBtG5o9dP,See You Again,0.015,0.692,190453,0.911,7.71e-05,9,0.112,-5.098,0,0.177,138.975,4,0.8,72
Saving Abel,3pxCXv0NACYfYnLjFcQW5D,Addicted,0.000821,0.512,222827,0.864,0.0,7,0.0982,-4.146,1,0.0338,138.018,4,0.527,72
Vampire Weekend,3AydAydLzyyZutA0375XIz,A-Punk,0.0103,0.551,137760,0.819,0.0437,2,0.153,-4.489,1,0.0525,174.917,4,0.846,71
Jonas Brothers,2VEsmoek0sol9MnJFyoG9e,Burnin' Up,0.0296,0.667,175093,0.954,0.0,2,0.331,-3.462,1,0.0817,114.03,4,0.807,71
Lil Wayne,6ScJMrlpiLfZUGtWp4QIVt,A Milli,0.0387,0.674,221840,0.695,0.00202,6,0.194,-8.636,0,0.278,151.486,4,0.773,71
Colbie Caillat,0rFOs9paloAvEtzwDX1Kmc,Bubbly,0.603,0.697,196280,0.474,0.0,9,0.11,-6.663,1,0.0351,127.904,4,0.249,71
September,1mvZErZBp7WZT3HfGBykao,Cry for You,0.00133,0.767,209800,0.881,0.000139,9,0.0551,-3.988,1,0.0301,130.018,4,0.961,70
Ne-Yo,2XbfY2O2v3xwedUJ0J2kkr,Closer,0.028,0.711,234360,0.753,2.96e-05,4,0.152,-6.461,0,0.0766,126.051,4,0.588,70
Lupe Fiasco,7dltD9eEX7X1zk8JJ9BS0e,Superstar (feat. Matthew Santos),0.207,0.572,289000,0.822,0.0,11,0.359,-6.015,0,0.361,94.812,4,0.472,70
Jeezy,3OePAyHePd68TTKmy2hjq0,Put On,0.00317,0.65,321293,0.761,0.0,9,0.0855,-6.065,0,0.0345,137.621,4,0.268,69
Eric Prydz,0F2BxpbxH8Yc3pLub48hrb,Pjanoo - Radio Edit,0.000563,0.605,157432,0.874,0.812,7,0.112,-4.949,0,0.0295,125.99,4,0.836,69
Metro Station,5619Ojc6t9evEEs3B7Drhe,Shake It,0.00221,0.618,179947,0.955,3.09e-06,4,0.486,-3.836,1,0.0798,150.034,4,0.79,68
Lil Wayne,4P7VFiaZb3xrXoqGwZXC3J,Lollipop,0.056,0.829,299333,0.428,0.00413,0,0.137,-9.469,1,0.0831,148.075,4,0.45,71
Basshunter,2PTvik6EqPAIYOclAB3SU8,All I Ever Wanted - Radio Edit,0.164,0.645,176453,0.984,0.00701,4,0.164,-7.051,1,0.0508,144.954,4,0.553,68
The Script,4AFwnrH5atiJoAd5xS5QtR,The Man Who Can't Be Moved,0.434,0.605,241373,0.629,0.0,10,0.097,-5.051,1,0.0278,99.893,4,0.308,68
Plies,3LN41NUdHkyNqQhi9gExMm,Hypnotized (feat. Akon),0.16,0.84,188493,0.571,0.0,10,0.406,-7.421,1,0.0797,116.59,4,0.617,68
David Archuleta,4wCD0qOFNRu1Q6O3N6ycm4,Crush,0.00836,0.57,213520,0.664,1.2e-05,0,0.0719,-4.718,0,0.0322,162.084,4,0.487,68
Leona Lewis,2iXBZ32Fz5VDCLeE0JIdX5,Better in Time,0.512,0.584,234173,0.7,2.43e-05,6,0.13,-4.251,1,0.0506,163.953,4,0.549,67
Basshunter,5Nr1ZcH9PGTiQdGl9HCCS1,Now You're Gone (feat. DJ Mental Theo's Bazzheadz) - Video Edit,0.0213,0.639,148187,0.976,0.0,1,0.0856,-5.503,1,0.354,147.99,4,0.354,68
Secondhand Serenade,2fywBLXK9GQi8YR8C8d3c4,Fall for You,0.177,0.396,183600,0.451,0.0,0,0.103,-7.109,1,0.0362,169.518,4,0.358,67
Trey Songz,5k3VjTwIsOjQ2woGz3Yx71,Can't Help but Wait,0.358,0.699,206413,0.699,0.0,8,0.0912,-5.564,0,0.0737,94.977,4,0.611,67
Linkin Park,0OYcEfskah1egYHjYRvbg1,Shadow of the Day,0.00479,0.534,290360,0.393,0.0107,11,0.107,-7.813,1,0.0292,110.007,4,0.0641,67
Coldplay,1ZqHjApl3pfzwjweTfMi0g,Violet Hill,0.0614,0.33,222653,0.58,0.00129,1,0.115,-7.875,0,0.0374,76.093,4,0.11,67
Sean Kingston,6AdLyvisRKHLAwARaZMGr6,Take You There,0.0182,0.752,236693,0.921,0.0,5,0.256,-4.321,0,0.0696,115.033,4,0.634,66
Dizzee Rascal,6pTg4H8juKV9iSzrcVUbM3,Dance Wiv Me - Radio Edit,0.0476,0.878,204093,0.746,0.0,11,0.154,-4.281,1,0.0451,111.996,4,0.792,66
The-Dream,3wkNK8tJZ2stygNJm8RCRD,I Luv Your Girl,0.014,0.723,267867,0.322,0.0,8,0.119,-9.702,1,0.0341,90.063,4,0.0406,66
Ray J,1LnATvtXXioQNPeKTT4x9T,Sexy Can I,0.296,0.575,204040,0.686,0.0,1,0.617,-6.008,1,0.319,172.165,4,0.926,65
Michael Franti & Spearhead,383B8ksM58jbV3HbiRJo0K,Say Hey (I Love You) (feat. Cherine Tanya Anderson),0.0376,0.738,235760,0.983,5.98e-06,5,0.183,-4.374,0,0.0852,92.998,4,0.957,65
3 Doors Down,0uybt73QFXaLCoxuVf6fhm,It's Not My Time,0.00133,0.532,241960,0.935,8.37e-06,0,0.106,-4.798,1,0.0619,128.025,4,0.309,65
Britney Spears,2EvwLVrnYbCZEG6Kx5DCRy,Piece of Me,0.0902,0.769,212107,0.638,0.0,11,0.0857,-5.054,1,0.216,115.007,4,0.782,65
T-Pain,4D2cYdHqk8tu65jUig4OcN,Can't Believe It (feat. Lil' Wayne),0.0018,0.649,273827,0.515,0.0,10,0.0773,-8.869,0,0.0486,89.828,4,0.0766,63
Plies,0exb0K7vsjf5bXWLJJhAuF,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",0.154,0.648,240760,0.801,0.0,5,0.339,-7.24,0,0.167,78.946,4,0.807,63
Jesse McCartney,20ORwCJusz4KS2PbTPVNKo,Leavin',0.0283,0.687,216880,0.71,3.71e-06,9,0.0689,-5.84,1,0.0522,79.235,4,0.886,63
Fergie,50xeLNGKmskmYUSINhqvfa,Clumsy,0.191,0.731,240427,0.563,0.000423,2,0.296,-4.046,1,0.131,184.004,4,0.452,63
Mary J. Blige,33vzOPcd9FRirYGlCu32x4,Just Fine,0.0394,0.923,242133,0.795,0.000565,11,0.101,-3.61,0,0.117,123.021,4,0.588,62
John Mayer,6wZI4mdT8JwXgkGURnBQiq,Say,0.541,0.485,230213,0.723,1.12e-06,10,0.075,-6.565,1,0.0317,167.845,4,0.541,62
Jordin Sparks,5o4W6yWSJD9e9Ea8YC9WjF,One Step At a Time,0.0825,0.766,205160,0.692,0.0,1,0.0384,-4.672,1,0.0289,102.028,4,0.691,62
Britney Spears,52K4Nl7eVNqUpUeJeWJlwT,Break the Ice,0.689,0.712,196053,0.911,8.02e-06,5,0.107,-3.866,0,0.0445,117.533,4,0.85,62
Leona Lewis,4hrAKlxfblnG7llBEEX7TR,Run,0.428,0.285,314720,0.462,5.61e-06,5,0.122,-6.166,0,0.0291,142.365,4,0.0923,61
OneRepublic,48s0QHJgmiNsth3WEO6U4M,Stop And Stare,0.0659,0.492,223853,0.859,0.0,4,0.0756,-4.274,1,0.0332,92.474,4,0.251,61
Duffy,78twQ5XCFJMTE37ZSU0gsj,Mercy,0.266,0.793,219920,0.859,0.000356,0,0.133,-3.774,1,0.0332,129.911,4,0.964,61
The Game,3TVqRXUeqGdghlJLWgXtAu,My Life,0.0731,0.67,320893,0.765,0.0,11,0.0567,-5.019,1,0.352,148.126,4,0.383,60
Jordin Sparks,3Ui2jdyxbZQrZohfM0NOgG,Tattoo,0.431,0.566,233467,0.766,0.0,2,0.101,-5.036,1,0.0399,168.005,4,0.547,61
Colby O'Donis,3MldzywZOH4Uci6bq9noyJ,What You Got,0.0327,0.775,243013,0.641,0.0,1,0.18,-6.718,1,0.038,119.974,4,0.305,60
Alexandra Burke,5IaR621NoOM6i5KTcuNRHM,Hallelujah,0.654,0.177,217827,0.425,0.0,2,0.195,-6.211,0,0.0291,182.571,3,0.0942,60
Madcon,4YeKAwFn69ehnciOfi7Sbf,Beggin',0.0284,0.715,218707,0.796,0.0,4,0.0658,-4.889,0,0.0534,129.04,4,0.431,60
J. Holiday,3nJjIYchBNkYm7B8XfJf5N,Suffocate - Superclean,0.64,0.458,220053,0.445,0.0,9,0.118,-8.391,0,0.361,82.82,5,0.447,59
Jennifer Hudson,02QQXgeAghpU4smdM7l7We,Spotlight,0.0448,0.707,250107,0.724,0.0,11,0.072,-3.887,0,0.051,108.984,4,0.659,58
Santana,5Hv1QAbRWrUSUHaT0CmnMS,Into the Night (feat. Chad Kroeger),0.0137,0.595,222440,0.844,0.0,7,0.234,-4.678,1,0.0331,127.981,4,0.603,58
Lil Wayne,46lIt6GmL0VkkbuUyGDbCs,Got Money,0.00188,0.694,244627,0.661,0.0,7,0.676,-4.847,1,0.118,82.48,4,0.702,58
Pendulum,6tC2iHfUlzB2W4ntXXL2BH,Propane Nightmares,0.000262,0.356,313347,0.966,0.148,7,0.192,-4.13,0,0.0825,173.992,4,0.215,58
Alphabeat,5AKQ1JHezaXDmN5SyMSpEr,Fascination,0.00027,0.495,182120,0.878,9.02e-05,6,0.07,-3.266,0,0.0361,193.947,4,0.825,57
John Legend,72by3Re4C3eVEBXvsUo0zV,Green Light (feat. André 3000),0.0912,0.622,284187,0.882,0.0,9,0.216,-5.59,0,0.119,77.506,4,0.762,57
Leona Lewis,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,0.188,0.638,262467,0.656,0.0,5,0.146,-5.886,1,0.0357,104.036,4,0.225,78
Rihanna,49FYlytm3dAAraYgpoJZux,Umbrella,0.00864,0.583,275987,0.829,0.0,1,0.0426,-4.603,1,0.134,174.028,4,0.575,85
Akon,2kQuhkFX7uSVepCD3h29g5,Smack That,0.321,0.939,212360,0.742,0.0,5,0.107,-5.171,0,0.0467,118.978,4,0.924,86
Fergie,4AniPkv5vgdE1n6VKreiyI,Big Girls Don't Cry (Personal),0.204,0.707,268120,0.642,0.0,7,0.0925,-4.271,1,0.0337,113.083,4,0.249,68
Mark Ronson,6kopmMZiyLmw7h66uXcXR7,Valerie (feat. Amy Winehouse) - Version Revisited,0.00243,0.699,219413,0.83,0.00024,1,0.0995,-4.898,1,0.0633,105.809,4,0.889,80
Plain White T's,4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,0.872,0.656,232533,0.291,0.0,2,0.114,-10.572,1,0.0293,103.971,4,0.298,80
Justin Timberlake,3pD0f7hSJg2XdQ6udw5Tey,What Goes Around.../...Comes Around (Interlude),0.122,0.687,448573,0.723,0.00102,7,0.573,-4.751,1,0.0709,76.0,4,0.432,74
Gwen Stefani,66ZcOcouenzZEnzTJvoFmH,The Sweet Escape,0.191,0.756,246467,0.77,0.0,1,0.178,-3.502,1,0.0343,119.961,4,0.73,75
Timbaland,2bLqfJjuC5syrsgDsZfGmn,The Way I Are,0.181,0.731,179120,0.807,0.751,3,0.319,-6.492,0,0.1,114.759,4,0.765,84
Snow Patrol,5hnyJvgoWiQUYZttV4wXy6,Chasing Cars,0.199,0.56,267960,0.595,6.47e-05,9,0.132,-4.53,1,0.0274,104.011,4,0.144,83
Kanye West,0j2T0R9dR9qdJYsB7ciXhf,Stronger,0.00564,0.617,311867,0.717,0.0,10,0.408,-7.858,0,0.153,103.992,4,0.49,83
My Chemical Romance,7j31rVgGX9Q2blT92VBEA0,Teenagers,0.0506,0.463,161920,0.857,0.0,4,0.184,-3.063,1,0.0632,111.647,4,0.856,83
Nelly Furtado,2aI21FnmY7TJVKeMaoQZ0t,Say It Right,0.0476,0.872,223080,0.872,0.00112,1,0.0543,-6.328,1,0.139,116.948,4,0.809,82
Linkin Park,18lR4BzEs7e3qzc0KVkTpU,What I've Done,0.0141,0.623,205613,0.93,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,4,0.287,82
Britney Spears,6ic8OlLUNEATToEFU3xmaH,Gimme More,0.25,0.788,251240,0.844,0.000678,2,0.0723,-3.131,1,0.0334,113.324,4,0.382,82
The Fray,5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,0.269,0.64,262533,0.743,0.0,10,0.101,-4.08,1,0.0379,122.035,4,0.361,82
Amy Winehouse,3FAclTFfvUuQYnEsptbK8w,Back To Black,0.134,0.403,241293,0.422,2.05e-05,7,0.0861,-13.964,0,0.0373,122.728,4,0.378,81
Carrie Underwood,0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,0.271,0.519,199947,0.749,0.0,6,0.119,-3.318,0,0.0405,147.905,4,0.29,81
Fall Out Boy,3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs,0.00511,0.459,203507,0.891,0.0,10,0.106,-5.057,0,0.0623,154.837,4,0.588,80
Linkin Park,0UFDKFqW2oGspYeYqo9wjA,Bleed It Out,0.114,0.529,166373,0.967,0.0,1,0.61,-3.647,0,0.0508,140.127,4,0.596,81
Kanye West,0mEdbdeRFQwBhN4xfyIeUM,Can't Tell Me Nothing,0.0122,0.596,271600,0.62,0.0,5,0.82,-6.133,0,0.039,80.029,4,0.102,83
Sean Kingston,1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,0.15,0.762,225373,0.661,0.0,1,0.256,-6.075,0,0.0687,130.009,4,0.769,80
Red Hot Chili Peppers,2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),0.116,0.427,334667,0.9,1.75e-05,11,0.119,-3.674,1,0.0499,104.655,4,0.599,80
Foo Fighters,7x8dCjCr0x6x2lXKujYD34,The Pretender,0.000917,0.433,269373,0.959,0.0,9,0.028,-4.04,1,0.0431,172.984,4,0.365,80
T-Pain,1tkMs9wDPknQ3ZHcKDw1ES,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),0.0109,0.693,227960,0.549,0.0,1,0.0677,-8.141,1,0.119,80.028,4,0.605,79
The Red Jumpsuit Apparatus,4wzjNqjKAKDU82e8uMhzmr,Face Down,0.000665,0.545,192000,0.932,0.0,7,0.127,-2.189,0,0.0399,92.956,4,0.464,79
All Time Low,0JJP0IS4w0fJx01EcrfkDe,"Dear Maria, Count Me In",0.00725,0.459,182827,0.895,0.0,2,0.206,-3.126,1,0.0805,181.04,4,0.572,78
Ne-Yo,6CFPFnS9EcLs2I0nWqtWci,Because Of You,0.528,0.81,266840,0.538,0.0,0,0.0951,-5.784,0,0.0356,109.97,4,0.828,77
Avril Lavigne,45hOioMDJktr86iKDHC8gr,Girlfriend,0.000722,0.56,216600,0.959,0.000221,7,0.209,-2.433,1,0.102,163.983,4,0.669,77
Alex Gaudino,5TmFTHZp7HjBXjjsFvCY6h,Destination Calabria - Radio Edit,0.0015,0.627,223112,0.954,0.000814,2,0.292,-4.804,1,0.0425,128.016,4,0.312,77
Timbaland,0wbDgMuAoy7O7pL3a69uZx,Give It To Me,0.168,0.975,234027,0.711,0.000552,8,0.0799,-3.904,1,0.0632,110.621,4,0.815,77
Justin Timberlake,4NeOWqHmlrGRuBvsLJC9rL,My Love (feat. T.I.),0.277,0.771,276160,0.68,1.18e-05,11,0.682,-5.881,0,0.224,119.952,4,0.808,77
T-Pain,1RGIjMFMgJxkZHMDXVYzOJ,Bartender (feat. Akon),0.0564,0.832,238800,0.391,0.0,8,0.224,-8.504,1,0.0628,104.961,4,0.436,76
Paramore,6SpLc7EXZIPpy0sVko0aoU,Misery Business,0.00272,0.517,211520,0.906,9.26e-06,1,0.113,-3.677,1,0.0735,172.977,4,0.731,76
Seether,4eAwB5pnKFTmsgc3zWoYO0,Fake It,0.00141,0.611,193893,0.95,1.59e-06,8,0.0543,-3.509,1,0.0518,132.078,4,0.607,76
Akon,7I6DceMT3utDOHjcYCbrr4,Don't Matter,0.244,0.798,293053,0.443,0.0,2,0.326,-6.062,1,0.0403,125.232,4,0.354,76
Lloyd,5Y77SQxEr1eiofPeUTPHxM,You,0.102,0.412,273133,0.876,0.0,5,0.297,-6.008,0,0.47,130.159,5,0.703,75
Amy Winehouse,3N4DI1vuTSX1tz7fa2NQZw,Rehab,0.0541,0.407,214947,0.558,1.51e-06,0,0.34,-13.609,1,0.0552,71.815,4,0.777,75
Take That,4DxybsoSiMUW0JI2oM0SSN,Patience,0.142,0.309,202067,0.783,1.11e-06,10,0.118,-4.154,1,0.0405,175.788,4,0.372,75
Arctic Monkeys,7e8utCy2JlSB8dRHKi49xM,Fluorescent Adolescent,0.00178,0.646,173493,0.813,2.26e-05,6,0.144,-5.29,0,0.0288,112.115,4,0.821,72
Nickelback,05tlUh0E6IFks9sCQguQKN,Rockstar - 2020 Remaster,0.0477,0.621,255493,0.913,0.0,0,0.314,-3.352,1,0.0385,144.073,4,0.679,72
Fergie,4KTtYhxFtFL7mBwnjkKfLm,Glamorous,0.291,0.81,246573,0.755,0.0,0,0.0857,-6.408,1,0.199,130.991,4,0.625,72
Fall Out Boy,1oagRT7LfpVlNJN6FSZDGp,"This Ain't A Scene, It's An Arms Race",0.000747,0.435,212040,0.887,0.0,9,0.0327,-4.07,1,0.0636,199.935,4,0.408,71
Akon,0CXVjQI9wsqaGeIARkkpYc,I Wanna Love You,0.0373,0.866,247067,0.454,1.49e-06,0,0.275,-9.383,1,0.0414,99.985,4,0.368,76
Beyoncé,2HWWNoWEEEECwZhAiLg7ib,Beautiful Liar,0.00554,0.764,199853,0.751,0.000237,8,0.164,-3.74,1,0.0703,91.977,4,0.418,71
Michael Bublé,4T6HLdP6OcAtqC6tGnQelG,Everything,0.39,0.686,212373,0.688,1.03e-06,6,0.0924,-4.981,0,0.0254,123.125,4,0.493,71
James Blunt,1BV0m40U0M4t1SLIsDnwZl,1973,0.0652,0.72,280027,0.668,0.00664,9,0.0789,-7.928,1,0.0269,123.007,4,0.768,71
Rihanna,4Tn2llBm1g0UlWctmgPL8Z,Shut Up And Drive,0.00101,0.735,212280,0.826,0.129,1,0.197,-4.902,1,0.0349,132.964,4,0.74,72
Avril Lavigne,54JKnDB3CzVu8wNAOM27BI,When You're Gone,0.191,0.457,240493,0.719,0.0,4,0.228,-3.921,0,0.0323,142.034,4,0.168,70
Fergie,1D066zixBwqFYqBhKgdPzp,Fergalicious,0.0569,0.906,292373,0.583,0.0,8,0.126,-7.721,0,0.317,129.056,4,0.829,70
Ida Corr,4LjfIjS8iweFCPdKxLnEoV,Let Me Think About It,0.00022,0.762,151983,0.754,0.0665,0,0.146,-3.425,0,0.046,129.026,4,0.715,70
Ciara,358bOvBiZCS9fRzNYosw6c,Like a Boy,0.267,0.701,237053,0.724,0.0,0,0.0867,-5.751,0,0.145,132.035,4,0.425,69
Justin Timberlake,1MBM7CyZbwJpVbbZJnHHRg,Summer Love,0.0756,0.606,252973,0.591,0.0,0,0.328,-7.228,0,0.087,95.802,4,0.477,68
Robin Thicke,4V2F0DZrAXOWq9hkwMMG3x,Lost Without U,0.226,0.664,254147,0.351,2.38e-06,0,0.106,-12.136,1,0.118,113.204,5,0.816,67
Christina Aguilera,5lUTzPuiloBHm1qEaJcJfF,Candyman,0.0125,0.686,194213,0.789,0.0147,8,0.142,-4.713,0,0.23,172.976,4,0.72,67
P!nk,1iOJQhxKSJ7dg3Dk03yPnl,U + Ur Hand,0.00144,0.709,214387,0.891,0.0,0,0.034,-3.688,1,0.0528,141.04,4,0.886,67
Paolo Nutini,265Anh9hGoozFigjUVLUeD,New Shoes,0.47,0.748,203653,0.735,1.09e-05,8,0.0851,-8.692,1,0.0903,150.04,4,0.854,67
Keyshia Cole,2RqZFOLOnzVmHUX7ZMcaES,Let It Go,0.197,0.806,238333,0.721,0.0,10,0.209,-5.167,0,0.215,94.967,4,0.781,67
J. Holiday,6TlRNJaezOdzdECnQeRuMM,Bed,0.17,0.684,275107,0.606,0.0,5,0.058,-7.268,0,0.0504,127.901,4,0.723,66
Lloyd,2a03afRiyAbNAleOByVju4,Get It Shawty,0.123,0.822,209533,0.905,0.0,5,0.0496,-4.032,0,0.241,128.014,4,0.674,66
Klaxons,6BqWhxll86CGGE6WxgdRqG,Golden Skans,0.000418,0.463,165120,0.836,7.38e-06,2,0.25,-2.776,0,0.0381,141.955,4,0.713,66
Scouting For Girls,0wG4gampO24nC7VKm5pxjg,She's So Lovely,0.0622,0.496,223813,0.857,0.0,0,0.0495,-3.313,1,0.0649,167.144,4,0.619,65
